SL NO,Hospital Name,ZONE,State,City,Address,Contact Person,Contact Number,Pincode,Area
3076,Marathe Child Care Hospital,WEST,Maharashtra,Nagpur,"3rd Floor, Ashirwad Commerical Complex Near Somalwar High School Ramdaspeth Nagpur 440010 Dist Nagpur Maharashtra",Dr. Sanjay Marathe - Director,STD(0712) Tel: 2448925 6619539 Fax: 6619539,440010.0,Ramdaspeth
3077,Marble City Hospital,NORTH,Rajasthan,Ajmer,"Ajmer-Jaipur Highway, Riico Industrial Area, Madanganj-Kishangarh, Ajmer 305801 Dist Ajmer Rajasthan",Bharat Diwakar,"9785645302, 9694090050",305801.0,Madanganj-Kishangarh
3078,Marble City Hospital & Research Centre,NORTH,Madhya Pradesh,Jabalpur,"321, Napier Town, Parsi Anjuman Complex, Bhanwartal Extension, Near Rani Durgawati Museum Jabalpur 482001 Dist Jabalpur Madhya Pradesh",Dr. S M Hastak - Medical Director,STD(0761) Tel: 2692745 2628032 Fax: 2628154 4045454,482001.0,Jabalpur
3079,Margaret Sidney Hospital (Rotart Central Margaret Sidney Hospital),SOUTH,Tamil Nadu,Chennai,"13, 7th Street Nanganallur Chennai Chennai 600061 Dist Chennai Tamil Nadu",Mr. V S Raghavan - Administrator,STD (044) Tel : 2267 2463 / 2267 2464 / 2267 2466 Fax : 2267 2465,600061.0,Nanganallur
3080,Mariam Nursing Home,EAST,West Bengal,Siliguri,Mariam Cottage N B Singh Road Darjeeling Darjeeling 734101 Dist Darjeeling West Bengal,Mr. A N Siddique - Administrator,STD(03242) Tel: 2254288 2252565 Fax: 2254637,734101.0,N B Singh Road
3081,Marian Medical Centre,SOUTH,Kerala,pala,Arunapuram pala 686574 Dist Kottayam Kerala,Dr. Bency F CC,STD (04822) 215519 214219 Fax:220072,686574.0,Arunapuram
3082,Marigold Hospital ( A Unit Of Health Care Division Of Rajdisle Private Limited),SOUTH,Karnataka,Bengaluru,"#243, 7th Cross, 3rd Main, MICO Layout, BTM Layout, Bengaluru, Dist: Bangalore, State: Karnataka - 560078",Dr. Sudhindra.D - MD,STD (080) Tel: 46729555 Fax: 0 Mob: 9886762145,560078.0,BTM Layout
3083,Marikamba Hospital And Diagnostic Centre,SOUTH,Karnataka,Sirsi,"Veera Saverkar Rd., Devikere Circle , Sirsi 581401 Dist Uttar Kannada Karnataka",Mahesh Hegde,STD (08384) Tel: 228132 229597 Fax: 226003,581401.0,Devikere Circle
3084,Marina Medical & Research Centre Pvt. Ltd.,EAST,West Bengal,Jalpaiguri,Babupara Jalpaiguri Jalpaiguri 735101 Dist Jalpaiguri West Bengal,Dr. D Gope -,STD(03561) Tel: 224403 24403 Fax: 220233,735101.0,Jalpaiguri
3085,Marudhar Hospital,NORTH,Rajasthan,Jaipur,"A-93, Singh Bhoomi Khatipura Jaipur Jaipur 302003 Dist Jaipur Rajasthan",Dr. Shivraj Singh Rathore -,STD(0141) Tel: 2356944 2375702 Fax:,302003.0,Khatipura
3086,Maruthi Hospital,SOUTH,Karnataka,Bengaluru,"#2374/26, Vijayanagar Club Road, Bangalore 560040 Dist Bangalore Karnataka",Dr.Mahesh Kumar.R - Chairman,"STD : 080-23351777,23351555 FAX : 23351222",560040.0,Vijayanagar
3087,Maruthi hospital,SOUTH,Karnataka,Bengaluru,"#2374/26, ""PLATINUM Plaza, Vijayanagar Club Road, Vijayanagar Bangalore 560040 Dist Bangalore Karnataka",,,560040.0,Vijayanagar
3088,Maruthi Hospital,SOUTH,Andhra Pradesh,Vizianagaram,"Main Road, Nellimarla, Vizianagaram 535217 Dist Vizianagaram Andhra Pradesh",Dr.C.Suresh Babu - Proprietor,STD (08922) 244260,535217.0,Nellimarla
3089,Maruthi Medical Centre,SOUTH,Tamil Nadu,Coimbatore,"# 564, Perundurai Road, Erode, Coimbatore, Dist: Coimbatore, State: Tamil Nadu - 638011",0,0,638011.0,Perundurai Road
3090,Maruti Hospital,SOUTH,Tamil Nadu,Tiruchirappalli,95 Pattabiraman Street Tennur Trichy 620017 Dist Trichy Tamil Nadu,Mrs.Anuradha,STD(0431) Tel: 2240000 Fax:2791564 M: 9626253550,620017.0,Tennur
3091,Maruti Netralaya,SOUTH,Karnataka,Gadag,Vidyanagar 1st Cross Gadag 582101 Dist Gadag Karnataka,Dr. Vijay Kumar - Owner,STD(08372) Tel: 235352 Fax: 235352,582101.0,1st Cross
3092,Maruti Orthopedic Hospital,WEST,Gujarat,Ahmedabad,"No. L-10, Svatantaru Senani Nagar, Near Akhbar Nagar Cross Road, Nava Vadai Ahmedabad 380017 Dist Ahmedabad Gujarat",Viral R.Patel - Owner,STD(079) Tel: 27620191 Fax: 27620191,380017.0,Nava Vadai
3093,Marwari Arogya Bhawan Hospital,EAST,Assam,Dibrugarh,"Jyoti Nagar, Dibrugarh, Dist: Dibrugarh, State: Assam - 786005",Sudhir Ranyam,Mob: 9401816336,786005.0,
3094,Marwari Hospitals,EAST,Assam,Guwahati,"S J Road, Athgaon, Near Guwahati Gaushala, Guwahati 781008 Dist:Kamrup Sate:Assam - 781008",Mrs. Kamala s Das - Administrator,STD (0361) 2731103 2731137,781008.0,Guwahati Gaushala
3095,Mary Queens Mission Hospitlal,SOUTH,Kerala,Kanjirapally,"Palampra P.O., City: Kanjirapally, Dist: Kottayam State: Kerala - 686518",CMI St.Joseph Province - Director,STD(04828) Tel: 201300 201301 201302 Fax: 205504 Mob: 9495012282,686518.0,Palampra P.O.
3096,Masina Hospital,WEST,Maharashtra,Mumbai,Sant Savta Marg Byculla Mumbai 400027 Dist Mumbai Maharashtra,Dr. P V Battalwar - Medical director,STD (022) 61841304,400027.0,"Byculla(East),"
3097,Mata Chanan Devi Hospital,NORTH,Delhi,New Delhi,"C-1, Janak Puri New Delhi 110058 Dist New Delhi Delhi",Dr. Virender Sobti - Asst.Medical Supt.,STD(011) Tel: 25554487 25554702 Fax: 25544001,110058.0,Janak Puri
3098,Mata Roop Rani Maggo and Mahindru Hospital,NORTH,Delhi,New Delhi,"C-9, Om Vihar, Uttam Nagar, New Delhi New Delhi 110059 Dist New Delhi Delhi",Mr. Subhash Maggo - Director,STD(011) Tel: 25372226 25372227 Fax: 25372228,110059.0,Uttam Nagar
3099,Matha Medical centre,SOUTH,Kerala,Kollam,Mathilil P.O. Thrikkadavoor Kollam 691601 Dist Kollam Kerala,Dr. Shasi.D - Managing Director,"STD (0474) 2704003, 2703003 Fax : 2704396",691601.0,Thrikadavoor
3100,Mathru Hospital,SOUTH,Karnataka,Bengaluru,"No.2094, Railway Parallel Road, Kengeri Satellite Town, Bangalore 560060 Dist Bangalore Karnataka",Dr. Kishore,STD(080) Tel: 28484238 Fax: 26919662,560060.0,Kengeri Satellite Town
3101,Matoshree Madanbai Dhariwal Hospital,WEST,Maharashtra,Pune,Sr 1969 H No 22 / 23 Revenue Colony Shirur Ghodnadi Pune 412210 Dist Pune Maharashtra,Mr. Rasiklal Manikchand Dhariwal - Chairman,STD(02138) Tel: 224599 225599 Fax: 225589,412210.0,Shirur Ghodnadi
3102,Matoshree Multi Speciality Hospital,WEST,Maharashtra,Panvel,"Shop No:10,11,14,15, 1st Floor, Tirupati Icon, Plot No:4 & 5, Sector-20, Kamothe, Navi Mumbai Panvel, Dist: Thane; State: Maharashtra - 410209",Dr Supriya Wakchaure - MD,STD (022) Tel: 27431931 Fax: 0 Mob: 8422992506,410209.0,Kamothe
3103,Matoshri Hospital,WEST,Maharashtra,Pune,"A/P-Vadgaon, Tal-Mava, Kudewada, Pune 412106 Dist Pune Maharashtra",Dr Sunetra Kude,STD(02114) Tel: 235444 Fax: 235444,412106.0,Kudewada
3104,Matri Prerna Eye Hospital,EAST,Jharkhand,Ranchi,"Industrial Area, Kokar, Dist: Ranchi, State: Jharkhand - 834001",Dr. Vivek Sahay - MD,"STD: 0651, Tel: 2544676, Fax: 2544230, Mob: 9334392021",834001.0,Ranchi
3105,Matribedi Shamayita Jeeban Surya Hospital,EAST,West Bengal,Bankura,"CE/123 Vill-Ranbahal, Post- Amarkanan, Bankura, Dist: Bankura, State: West Bengal-722133",Manik Ghoshal-TPA Co-ordinater,"STD(03242) Tel: ), Fax: (0), Mob: 9475356997",722133.0,CE/123 Vill-Ranbahal
3106,Matrika Hospital,SOUTH,Telangana,Hyderabad,6-3-1100/2 T.Nagar Somajiguda Hyderabad 500082 Dist Hyderabad Telangana,Dr. Kalpana Alexnader - Managing Director,"STD(040) Tel: 23404038,23409351 Fax: 23414468",500082.0,Somajiguda
3107,Matrix Hospital,SOUTH,Telangana,Hyderabad,"Plot No:4,5, 14 & 15, Pragathi Nagar, Opp.Ramanthapur Lake, Ramanthapur Main Road, Hyderabad 500013 Dist Hyderabad Telangana",Mr Y V Narender,"STD(040) Tel: 64647575,27035678 Fax: 27030101",500013.0,Ramanthapur Main Road
3108,Matrix Multispeciality Hospital,WEST,Maharashtra,Badlapur,"Opp: Andhra Bank, Near Ambedkar Chowk, TV Tower, Katrap, Badlapur (E) - 421503; Dist: Thane; State: Maharashtra",Dr. Suresh B Chowdhary - CEO,STD(0251) Tel: 0 Fax: 0 Mob: 8669850333,421503.0,Katrap
3109,Matruchayya Maternity Home,WEST,Gujarat,Ahmedabad,"10/91,Shraddhadeep Complex,Palav Char Rasta 132 Feet Ring, Naranpura. Landmark: Near:Anand Baji Pav Ahmedabad Ahmedabad 380013 Dist Ahmedabad Gujarat",Dr. Kiran B Joshi - Owner,STD(079) Tel: 27480101 27412660 Fax: 27471212,380013.0,Naranpura
3110,Mattrix Hospital And Accident Care,NORTH,Uttaranchal,Haldwani,"Lal Danth, Kaldhungi Road, City: Haldwani, Dist: Nainital, State: Uttaranchal-263139",Dr. Pradeep Padey-MD,"STD(05946) Tel: 262300, Fax:0, Mob:7500408060",263139.0,Haldwani
3111,Mauli Accident & General Hospital,WEST,Maharashtra,Navi Mumbai,"Neelkanth Height , Plot NO.104A/ first floor, Sector 14, Kamothe Navi Mumbai, Dist: Mumbai, State: Maharashtra-410209",...,STD (0) Tel: 0 Fax: 0 Mob: 0,410209.0,Neelkanth Height
3112,Maulinath Multispeciality Hospital,WEST,Maharashtra,Shikrapur,"Laxmi Complex, Chakan Chowk, Pune Nagar Road, Tal-Shirur, Shikrapur - 412208; Dist: Pune; State: Maharashtra",..,Std (0) Tel: 0 Fax: 0 Mob: 9730009694,412208.0,Chakan Chowk
3113,Mavjat Children Hospital,WEST,Gujarat,Surat,"A-20, Rangdarshan Society, Katargam-Singanpore road, near Dhanmora Char Rasta, City: Surat, Dist: Surat, State: Gujarat - 395004",...,STD (0261) Tel : 2480700 Fax: 0 Mob: 9726574154,395004.0,Surat
3114,Max Cure Hospital (A Unit of Sahrudaya Health Care(Karimnagar) Pvt Ltd,SOUTH,Telangana,Karimnagar,"3-1-329, Old Employment fice Road, Christin Colony, Civil Hospital Back Side, Karimnagar 505001 Dist Karimnagar Telangana",Dr.A.Sai Ravi Shankar - Managing Director,STD (0878) 24222222 Fax:24222222,505001.0,Civil Hospital Back Side
3115,"Max Devki Devi Hospital, Saket",NORTH,Delhi,New Delhi,"2,Press ENolave Road Saket New Delhi 110017 Dist New Delhi Delhi",Mr. Ravi Kiran - Duty Manager,STD(011) Tel: 26515050 26525555 Fax: 26517000,110017.0,Saket
3116,Max Eye Hospital Pvt Ltd,EAST,Bihar,Patna,"Near 9 to 9 Super Market, Ram Nagari More, Patna - 800025; Dist: Patna; State: Bihar",Dr. Nishith Prakash - MD,Std(0612) Tel: 2580316 Fax: 0 Mob: 7004330735,800025.0,Ram Nagari More
3117,Max Hospital,NORTH,Haryana,Gurugram,Block B Sushank Lok Phase I Gurgaon 122001 Dist Gurgaon Haryana,Mr. Jatin Trivedi - Duty Manager,STD(0124) Tel: 6623000 Fax: 6623111,122001.0,Phase I
3118,"Max Hospital, Noida",NORTH,Uttar Pradesh,Noida,A-364 Sector - 19 Noida 201301 Dist Gautam Budh Nagar Uttar Pradesh,Ms. Chitra Nayar - Duty Manager,STD(0120) Tel: 2549999 2535500 Fax: 2535557,201301.0,Sector - 19
3119,Max Multispeciality Hospital,NORTH,Delhi,New Delhi,"N-110, Panchasheel Park New Delhi 110017 Dist New Delhi Delhi",..,Std (0) Tel: 0 Fax: 0 Mob: 9810302945,110017.0,Panchsheel Park
3120,Max Neuro Hospital Pvt Ltd,WEST,Maharashtra,Pune,"Opp. Alfa Laval, Mumbai-Pune Highway, Kasarwadi, Pimpari",0,0,411017.0,Pimpari
3121,Max Smart Superspeciality Hospital (A Unit of Gujarmal Modi.),NORTH,Delhi,New Delhi,"Press ENolave Road, Mandir Marg, Saket, New Delhi 110017 Dist New Delhi Delhi",TPA Coordinator,STD (011) 71212121 Fax:26963801,110017.0,Saket
3122,Max Super Speciality Hospital,NORTH,Delhi,New Delhi,108-A Indraprastha Extension Patparganj New Delhi 110092 Dist Delhi Delhi,Mr. Vineet Sani - Duty Manager,STD (011) Tel: 22440349 22440350 Fax: 22440333 Mob: 0,110092.0,Patparganj
3123,Max Super Speciality Hospital,NORTH,Delhi,New Delhi,1 Press ENolave Road Saket New Delhi 110017 Dist New Delhi Delhi,Mr. Rajeev Kapoor - Duty Manager,STD (011) Tel: 66115555 66114545 Fax: 2651050,110017.0,Saket
3124,Max Super Speciality Hospital,NORTH,Delhi,New Delhi,"Fc-50, C&D Block, Shalimar Bagh, New Delhi 110088 Dist New Delhi Delhi",Mr. Mahipal Bhanot - Administrator,STD(011) Tel: 66422222 Fax: 66422233,110088.0,Shalimar Bagh
3125,Max Super Speciality Hospital Bathinda,NORTH,Punjab,Bathinda,Civil Hospitaln Premises Nh - 64 Bhatinda Bathinda 151001 Dist Bathinda Punjab,Dr Gurpreet Battu,STD(0164) Tel:6601000 Fax:6601555,151001.0,Bathinda
3126,Max Super Speciality Hospital Dehradun,NORTH,Uttaranchal,Dehradun,"Malsi, Mussoorie Diversion Road, Dehradun 248001 Dist Dehradun Uttara Khand",Mr Gaurav Rakhi,STD(0135) Tel: 6673000 Fax: 6673555,248001.0,Mussoorie Diversion Road
3127,Max Super Speciality Hospital Mohali,NORTH,Punjab,Mohali,Near Civil Hospital Phase - 6 Sas Nagar Mohali 160055 Dist Mohali Punjab,Dr. Pallav Gupta,STD(0172) Tel:6652000 Fax:6652555,160055.0,SAS Nagar
3128,Max Super Speciality Surgical Hospital (Unit of Urvashi Surgicare Pvt. ltd.),WEST,Gujarat,Ahmedabad,"301/A, 3rd Floor, Silver star Complex, Silver star cross Road, Chandlodia, Gota Road, Ahmedabad; Dist: Ahmedabad; State: Gujarat",Dr. Karthik D Shah,9978983593,382481.0,Gota Road
3129,"Max Super Specialty Hospital, Vaishali (A unit of Crosslay Remedies Limited)",NORTH,Uttar Pradesh,Ghaziabad,"W-3, Sector-1, Vaishali, Ghaziabad 201001 Dist Ghaziabad Uttar Pradesh",Garima Prasad,STD(0120) Tel:4173011 4173000 Fax: 4173010,201001.0,Vaishali
3130,Max Vision Advance Eye Care Centre,WEST,Maharashtra,Thane,"216-A, 2nd Floor, Soham Plaza, Manpada Bus Stop, G B Road, Chitalsar, Thane, Dist: Thane, State: Maharashtra-400607",0,0,400607.0,G B Road
3131,Maxcare Hospital,WEST,Maharashtra,Nagpur,"Plot No: 9, Suyog Nagar, Near Narendra Nagar, Ring Road, Nagpur, Dist: Nagpur, State: Maharashtra-440015",Dr.Abhijeet Deshmukh - Managing Director,STD (0712) Tel: 2484110,440015.0,Nagpur
3132,Maxcare Hospital,WEST,Maharashtra,Pune,"Seeta Plaza, Kate Patil Building, Near Swaraj Garden Hotel, Pimple Saudagar Pune 411027 Dist Pune Maharashtra",Dr. Ganesh P Rajguru - Director,STD (020) 27402444 27402445 Fax:27402445,411027.0,Pimple Saudagar
3133,Maxcare Hospital (A unit of Kakatiya Medical Services Pvt Ltd),SOUTH,Telangana,Hanamkonda,"H.No.6-1-236, Near Ashoka Hotel, Opp. Kuda fice, Hanamkonda 506001 Dist Warangal Telangana",Mr Rama Krishna,STD (0870) Tel: 2503366 Fax: 2503375,506001.0,Opp Kuda Office
3134,Maxcare Hospital - Thane,WEST,Maharashtra,Thane,"1St & 2Nd Floor, Near N.H.School Road, Opp Asmita College, Mira Road East, City: Thane, Dist: Thane, State: Maharashtra - 401107",...,STD (0) Tel: 0 Fax: 0 Mob: 7666642042,401107.0,Mira Road East
3135,MAXCARE HOSPITAL AND LAPAROSCOPIC SURGERY INSTITUTE,WEST,Maharashtra,Nagpur,"First Floor, Hyati Medicare, Plot No 12, Khare Marg, Opp Getwell Hospital, Dhantoli, Nagpur 440012 Dist Nagpur Maharashtra",Dr. Abhijeet Deshmukh,STD (0712) Tel: 2446666 Fax: 2446666,440012.0,Dhantoli
3136,Maxcure Suyosha Woman And Child Hospital,SOUTH,Telangana,Hyderabad,"Behind Cyber Tower, Lane Next to Mc Donalds, Backside to Bahar Cafe, Hitech City,Madhapur, Huda Techno Enclave Hyderabad 500081 Dist Hyderabad Telangana",..,STD (040) 67076700 67066700,500081.0,Madhapur
3137,Maxfort Multispeciality Hospital,NORTH,Uttar Pradesh,Aligarh,"Kishanpur Tiraha, Ramghat Road, Aligarh, Dist:Aligarh, State:UttarPradesh - 202001",Dr. Chitranjan Singh - Propriter,STD(0571) Tel: 2743494 Fax: 0,202001.0,Ramghat Road
3138,Maxivision Eye Hospitals Private Limited,SOUTH,Telangana,Hyderabad,"15-24-160, MIG-160, Road No:1, Opp: Prime Hospital, KPHB Colony, Kukatpally, Hyderabad 500072 Dist Hyderabad, State: Telangana",Mr.K.P.reddy,STD (040) Tel: 23154041 Fax: 0 Mob: 9394219191,500072.0,Kukatpally
3139,Maxivision Eye Hospitals Private Limited,SOUTH,Telangana,Hyderabad,"D.No-1-118/24, Plot No:24, Survey No: 64, Madhapur, Hitech City, Hyderabad-500034, Dist: Hyderabad, State: Telangana",Mr.K.P.reddy,STD (040) STD: 33681055 Fax: 0 Mob: 9394219191,500034.0,Madhapur
3140,Maxivision Eye Hospitals Private Limited-Dilsukhnagar,SOUTH,Telangana,Hyderabad,"# 16-11-741/D/66, Moosarambagh, Lane Beside TMC & Tipsy Topsy, Dilsukhnagar, Hyderabad, Dist: Hyderabad, State: Telangana - 500036",Mr.K.P.reddy,STD (040) Tel: 24146060 Fax: 0 Mob: 9394219191,500036.0,Dilsukhnagar
3141,Maxivision Eye Hospitals Pvt Ltd,SOUTH,Telangana,Hyderabad,"6-3-903/A/A-1, Raj Bhavan Road Lane Beside Yashoda Hospitals Somajiguda Hyderabad 500082 Dist Hyderabad Telangana",Dr. Kasu Prasad Reddy - C E O,STD (040) Tel: 44855577 Fax: 23414041,500082.0,Somajiguda
3142,Maxivision Eye Hospitals Pvt Ltd,SOUTH,Telangana,Hyderabad,"1-11-252/1a-1d Alladin Mansion, 3rd Street Begumpet Hyderabad 500016 Dist Hyderabad Telangana",Dr. K P Reddy - Medical Director,STD (040) 27763677,500016.0,Begumpet
3143,Maxivision Laser Centre Pvt Ltd,SOUTH,Andhra Pradesh,Vijayawada,"H No 40-1-48, Sri Krishna Bhavan M G Road, Labbipet Vijayawada 520010 Dist Krishna Andhra Pradesh",Dr. K Prasad Reddy - Managing Director,STD(0866) Tel: 2495933 Fax: 6645955,520010.0,Labbipet
3144,Maxivision Laser Centre Pvt Ltd.,SOUTH,Andhra Pradesh,Visakhapatnam,Pavan Paradise Near Diamond Park Dwaraka Nagar Visakhapatnam 530016 Dist Vishakhapatnam Andhra Pradesh,Dr. Syamala Rao -,STD(0891) Tel: 2550550 6660770 Fax: 2550550,530016.0,Dwaraka Nagar
3145,Maxwell Hospital (A Unit Of National Health Institute & Medical Research Centre),NORTH,Rajasthan,Jaipur,"Doodh Mandi, Jhotwara Road, Opposite Khantaka Marriage Garden, Subash Nagar, Shastri Nagar, City: Jaipur, Dist: Jaipur, State: Rajasthan - 302016",...,STD (0141) Tel: 2283683 Fax: 0 Mob: 9024279803,302016.0,Shastri Nagar
3146,Maxwell Janjeevan Hospital,NORTH,Uttaranchal,Haridwar,"Opp. Sati Kund, Laksar Road, Kankhal Haridwar 249408 Dist Haridwar Uttrakhand",Dr.Himanshu Tyagi - Managing Director,STD (01334) 329803,249408.0,Kankhal
3147,May Flower Women's Hospital,WEST,Gujarat,Ahmedabad,"132"" Ring Road , Driving Road Memnagar Ahmedabad 380052 Dist Ahmedabad Gujarat",Mr. Parimal Patel - Manager-Operations,STD(079) Tel: 27495001 27495021 Fax:,380052.0,Memnagar
3148,Maya Devi Hospital,NORTH,Rajasthan,Jaipur,"C-386, Sudama Kutee Road, Mahesh Nagar Jaipur 302015 Dist Jaipur Rajasthan",Dr Manisha Garg - Propriter,STD : 0141 Ph No : 2503799,302015.0,Mahesh Nagar
3149,Maya Hospital and Reasearch Institute,WEST,Maharashtra,Nagpur,"Plot No.P-78, Opp. State Bank India, Butibori 441108 Dist Nagpur Maharashtra",Dr Sangita Deepak Deotale,STD (07103) Tel: 684885 Fax: 262075,441108.0,Opp State Bank of India
3150,Maya Nursing Home Pvt. Ltd,SOUTH,Tamil Nadu,Chennai,"B - 225, 15th Avenue Ashok Nagar Chennai Chennai 600083 Dist Chennai Tamil Nadu",Dr. Meena Ramasvbra Manian - Managing Director,STD(044) Tel: 24891817 Fax: 24854098,600083.0,Ashok Nagar
3151,Mayflower Hospital For Women and Children,SOUTH,Telangana,Hyderabad,"Dr.A.S.Raonagar, Opp:Canara Bank, Sainikpuri Hyderabad 500062 Dist Hyderabad Telangana",Dr MB Prasad - MD,STD : 040 Ph No : 27140022 27140085,500062.0,Sainkipuri
3152,Mayo Healthcare Super Speciality Hospital,NORTH,Punjab,Mohali,Near Gurudwara Singh Shaheedan Near Gurudwara Singh Shaheedan Near Gurudwara Singh Shaheedan Mohali 160069 Dist Mohali Punjab,Mr Harish Agarwal - Chairman,STD : 0172 Ph No : 5240000 Fax : 5240028,160069.0,Near Singh Shaheeda Gurudwara
3153,Mayom Hospital,NORTH,Haryana,Gurugram,"D- Block, South City - 1, Gurgaon Gurgaon 122002 Dist Gurgaon Haryana",Insurance Co-ordinator,"STD (0124) Tel: 4111880 ,4212500 Fax: 4201069,0",122002.0,South City – 1
3154,MAYUR HOSPITAL,North,Madhya Pradesh,Indore,SCHEME NO 94-EE PLOT NO 304 RING ROAD INDORE BETWEEN KHAJRANA AND BENGALI CHOURAHA MADHYA PRADESH INDORE 452016 West,Dr. Riaz Siddique,STD(0731) Tel: 2595111 Fax: 2595555,452016.0,Ring Road
3155,Mayur Hospital,WEST,Maharashtra,Nashik,"Near Jadhav Sankul, Ambad - ITI Road, Kamatwada, Nashik - 422010; Dist: Nashik; State: Maharashtra",Dr. Vinod Wani,Std(0253) Tel: 2373006 Fax: 0,422010.0,Kamatwada
3156,MCS NEURO HOSPITAL,SOUTH,Telangana,Hyderabad,S.R Enclave Mig Road Road No.4 Kphb Colony Hyderabad,Dr M Chandrasekhar Reddy,9848031527,500072.0,KPHB Colony
3157,MCV Memorial ENT Trust Hospital,SOUTH,Tamil Nadu,Pollachi,106 Palghat Road Pollachi Pollachi 642001 Dist Coimbatore Tamil Nadu,Dr. V Anand - Director,STD(04259) Tel: 225122 223502 Fax: 223502,642001.0,Pollachi
3158,Med Card Multispeciality Hospital,NORTH,Punjab,Amritsar,"Tarn Taran Road, Opp Malta Kaulan Bhalai Kendra, City: Amritsar, Dist: Amritsar, State: Punjab - 143001",...,STD (0) Tel: 0 Fax: 0 Mob: 9915199525,143001.0,Amritsar
3159,Med First Health Care Pvt Ltd,NORTH,Delhi,New Delhi,D-3/14 Vasant Vihar New Delhi 110057 Dist New Delhi Delhi,Dr. Rajesh -,STD(011) Tel: 26140058 Fax: 26140058,110057.0,Vasant Vihar
3160,Medanta Abdur Razzaque Ansari Memorial Weavers Hospital,EAST,Jharkhand,Ranchi,Irba Rachi 835217 Dist Ranchi Jharkhand,SA Ansari - Director,STD : 0651 Ph No : 3041601 Fax No : 3041573,835217.0,IRBA
3161,Medanta Indore (A unit of Global Health Pvt. Ltd.),NORTH,Madhya Pradesh,Indore,"Plot No.8, Pu-4, Sch-54, Vijay Nagar, A.B.Road Indore 452010 Dist Indore Madhya Pradesh",Dr.N.Trehan - Managing Director,STD : 0731-2575590 Fax: 2575595,452010.0,Vijaynagar Square
3162,Medanta Lucknow (Unit of Medanta Holdings Pvt Ltd),NORTH,Uttar Pradesh,Lucknow,"Sector - A, Pocket - 1, Shushant Glof City, City: Lucknow, Dist: Lucknow, State: Uttar Pradesh - 226001",...,"STD (0522) Tel: 4257900, 4505050 Fax: 0 Mob: 9999270926",226001.0,Sushant Golf City
3163,Medanta The Medicity Global Health Pvt.Ltd,NORTH,Haryana,Gurugram,"Sector - 38, Gurgaon Gurgaon 122001 Dist Gurgaon Haryana",Dr. NareshTrehan - Managing Director,STD(0124) Tel: 4411441 Fax: 4834111,122001.0,Gurgaon
3164,Medcare Hospital,SOUTH,Karnataka,Bengaluru,"No.12, S.S. Temple Street, V.V.Puram, Bangaluru 560004 Dist Bangalore Karnataka",Dr. Shruthi. N - Propriter,STD (080) 26675530 41239075,560004.0,"V.V.Puram,"
3165,Medfort Hospitals Pvt Ltd,NORTH,Delhi,New Delhi,"A-3/24, 3rd Floor, Janakpuri New Delhi 110058 Dist New Delhi Delhi",Priyanka Mehta,"STD(011) Tel: 25506667, 41006539 Fax: 45008964",110058.0,Janakpuri
3166,Medica Magadh Hospital,EAST,Bihar,Patna,Road No 2B Rajendra Nagar Patna - 800016; Dist: Patna; State: Bihar,Mr. Ayanabh - Director,STD(0612) Tel: 2691515 2691500 Fax: 0,800016.0,Rajendra Nagar
3167,Medica North Bengal Clinic,EAST,West Bengal,Siliguri,"Meghnad Saha Sarani, Pradhan Nagar Siliguri 734003 Dist Darjeeling West Bengal",Dr. Arunava Chatterjei - chief Adminstrator,STD(0353) Tel: 2518667 2510441 Fax: 2517854,734003.0,Pradhan nagar
3168,Medica Superspeciality Hospital,EAST,West Bengal,Kolkata,"127, Mukundpur, Em Bypass Kolkata 700099 Dist Kolkata West Bengal",Dr. Udayan Lahry - Director Operations,STD(033) Tel: 66520000 Fax: 24264967,700099.0,EM Bypass
